# Title: Diode Laser Toptica Frequency Scan, 9 dB MW, PM Blink.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 35 dB PM, 55.75 V Top to Bot, n=27. Use Toptica to scan from 361373 to 361345 ish GHz over 10 Seconds.
# Type:	Toptica Frequency
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361373 to 361345 GHz
# Target:	Full Stark States in 55.75 V = 9.2 V/cm
# Laser Mod:	0th: 1.35	1st: 1.41
# Laser Mod Attn:	35 dB
# Delay:	106892 (pi, Max for Red States)
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
b	r	s
0.020	-0.053	-0.064
0.019	-0.052	-0.044
0.016	-0.057	-0.055
0.014	-0.064	-0.064
0.021	-0.084	-0.084
0.016	-0.093	-0.079
0.022	-0.099	-0.105
0.016	-0.106	-0.103
0.013	-0.122	-0.122
0.018	-0.121	-0.163
0.018	-0.128	-0.165
0.025	-0.121	-0.186
0.010	-0.120	-0.229
0.015	-0.135	-0.214
0.020	-0.144	-0.181
0.019	-0.163	-0.189
0.023	-0.164	-0.219
0.024	-0.156	-0.254
0.014	-0.195	-0.241
0.012	-0.178	-0.234
0.013	-0.157	-0.232
0.017	-0.140	-0.235
0.023	-0.131	-0.227
0.024	-0.152	-0.225
0.018	-0.130	-0.229
0.015	-0.126	-0.210
0.021	-0.122	-0.196
0.023	-0.125	-0.196
0.016	-0.122	-0.224
0.008	-0.118	-0.215
0.009	-0.137	-0.212
0.013	-0.153	-0.233
0.021	-0.174	-0.236
0.024	-0.185	-0.252
0.021	-0.165	-0.262
0.008	-0.150	-0.251
0.002	-0.186	-0.245
0.007	-0.197	-0.262
0.012	-0.181	-0.238
0.016	-0.188	-0.247
0.024	-0.183	-0.244
0.016	-0.172	-0.244
0.018	-0.185	-0.207
0.022	-0.177	-0.195
0.016	-0.153	-0.198
0.009	-0.154	-0.225
0.013	-0.162	-0.220
0.014	-0.153	-0.204
0.014	-0.133	-0.207
0.018	-0.119	-0.164
0.021	-0.125	-0.169
0.015	-0.126	-0.176
0.010	-0.091	-0.174
0.016	-0.061	-0.139
0.016	-0.065	-0.135
0.021	-0.051	-0.142
0.026	-0.037	-0.127
0.022	-0.040	-0.116
0.015	-0.023	-0.119
0.021	-0.068	-0.099
0.022	-0.045	-0.136
0.021	-0.045	-0.138
0.006	-0.055	-0.113
0.013	-0.046	-0.096
0.018	-0.040	-0.104
0.019	-0.022	-0.091
0.028	-0.036	-0.062
0.025	-0.040	-0.045
0.016	-0.042	-0.042
0.010	-0.028	-0.026
0.008	-0.027	-0.058
0.008	-0.045	-0.036
0.016	-0.036	-0.043
0.022	-0.030	-0.036
0.020	-0.051	-0.024
0.019	-0.033	-0.022
0.024	-0.032	-0.014
0.021	-0.017	-0.032
0.011	-0.014	-0.030
0.010	-0.014	-0.022
0.012	-0.014	-0.037
0.006	-0.011	-0.038
0.013	-0.001	-0.017
0.017	0.007	-0.015
0.019	0.000	-0.003
0.004	-0.007	-0.000
-0.004	0.001	0.002
0.004	-0.002	-0.008
0.003	0.004	-0.017
0.012	0.016	-0.006
0.020	0.008	0.003
0.009	0.015	0.012
0.008	0.001	0.010
0.014	-0.005	0.000
0.008	0.001	-0.013
0.005	0.010	0.001
0.010	-0.003	0.008
0.010	-0.002	0.003
0.012	0.011	-0.015
0.016	0.009	-0.014
0.014	0.015	-0.018
0.008	0.005	-0.014
0.009	0.015	-0.006
0.014	0.014	0.010
0.010	-0.003	-0.003
0.018	-0.000	-0.005
0.022	0.011	-0.012
0.015	-0.004	-0.000
0.009	0.011	0.009
0.013	-0.002	0.003
0.013	-0.007	0.002
0.013	-0.009	0.010
0.004	-0.010	0.010
0.009	0.004	0.003
0.019	0.002	0.005
0.020	0.009	0.017
0.021	0.016	0.001
0.020	0.006	0.006
0.007	0.016	0.018
0.005	0.016	0.024
0.008	0.018	0.003
0.008	-0.013	0.011
0.016	0.006	-0.001
0.025	0.008	0.000
0.018	0.004	0.009
0.019	-0.002	0.017
0.024	0.000	0.014
0.024	0.005	0.014
0.011	0.011	0.018
0.012	0.003	0.017
0.013	0.012	0.001
0.013	0.010	0.014
0.017	0.011	0.007
0.026	0.013	0.015
0.025	0.007	0.016
0.013	0.009	0.013
0.007	0.014	0.017
0.016	0.015	0.005
0.015	0.010	-0.002
0.022	0.013	0.001
0.027	0.015	0.010
0.016	0.025	0.003
0.011	0.004	0.016
0.014	-0.000	0.009
0.010	0.002	0.013
-0.003	0.006	0.006
0.004	0.003	0.004
0.012	0.004	-0.006
0.013	0.004	-0.005
0.017	0.008	-0.006
0.017	0.018	0.001
0.016	0.008	0.007
0.010	0.007	0.013
0.016	0.017	0.017
0.014	0.002	0.007
0.019	0.004	-0.005
0.019	0.018	0.004
0.014	0.012	0.010
0.011	0.025	0.008
0.021	0.005	0.012
0.020	0.003	0.000
0.021	0.003	0.002
0.007	0.007	0.011
0.012	0.011	0.009
0.016	0.006	0.009
0.015	0.007	0.017
0.022	0.006	-0.002
0.018	-0.007	-0.010
0.006	-0.002	-0.009
0.002	0.008	0.003
0.005	0.015	-0.017
0.007	-0.007	-0.003
0.014	-0.001	-0.007
0.020	0.008	-0.004
0.014	0.011	0.008
0.014	-0.001	0.008
0.022	0.002	0.016
0.019	-0.001	0.011
0.010	0.005	0.021
0.005	0.011	0.025
0.011	0.018	-0.000
0.010	0.015	-0.002
0.017	0.025	0.007
0.013	0.023	0.008
0.014	0.019	0.018
0.002	0.025	0.015
0.001	0.026	0.020
0.011	0.019	0.005
0.014	0.023	-0.003
0.020	0.031	0.013
0.020	0.022	0.010
0.015	0.015	0.018
0.016	-0.001	0.019
0.021	0.003	0.010
0.016	0.011	0.008
0.005	0.010	0.013
0.008	0.007	0.012
0.013	0.003	0.003
0.010	0.007	-0.010
0.017	0.014	-0.015
0.015	0.016	-0.006
0.012	0.014	0.008
0.007	0.020	0.014
0.009	0.014	0.016
0.005	-0.001	0.006
0.012	-0.002	0.001
0.016	0.018	-0.004
0.022	0.017	-0.003
0.018	0.026	0.004
0.022	-0.002	0.003
0.022	-0.000	-0.006
0.018	0.008	0.009
0.011	0.001	0.002
0.007	0.003	0.002
0.014	-0.008	0.011
0.012	0.003	0.008
0.020	0.002	-0.009
0.021	0.004	-0.001
0.011	0.003	-0.002
0.010	0.009	-0.007
0.016	0.010	-0.033
0.016	-0.016	-0.018
0.019	-0.008	-0.019
0.021	-0.009	-0.013
0.017	0.010	-0.007
0.016	-0.001	0.009
0.022	0.005	0.006
0.015	0.007	-0.001
0.012	0.007	0.009
0.005	0.002	0.013
0.007	0.015	-0.004
0.006	0.008	0.004
0.012	0.026	0.004
0.012	0.021	-0.008
0.017	0.005	0.001
0.002	0.002	0.003
0.001	0.014	0.011
0.006	-0.004	-0.017
0.011	-0.009	-0.011
0.017	0.005	0.001
0.026	-0.001	-0.004
0.018	0.007	0.000
0.021	-0.005	0.009
0.024	0.005	-0.001
0.015	-0.008	-0.009
0.003	-0.000	-0.011
0.010	0.002	-0.001
0.017	-0.002	-0.007
0.015	0.011	-0.017
0.020	0.013	-0.009
0.020	0.015	-0.001
0.016	0.010	0.016
0.012	0.015	0.016
0.009	0.008	0.022
0.009	-0.012	0.016
0.015	-0.007	-0.002
0.020	-0.000	-0.001
0.021	-0.000	-0.000
0.018	0.006	-0.023
0.025	-0.011	-0.002
0.023	-0.003	-0.003
0.023	0.009	0.008
0.011	-0.010	0.010
0.013	-0.001	0.000
0.015	-0.001	-0.000
0.017	0.005	0.010
0.020	0.014	0.015
0.014	0.006	0.017
0.008	0.010	0.016
0.009	0.015	0.013
0.010	0.021	0.002
0.012	-0.007	-0.000
0.021	-0.009	-0.004
0.025	-0.032	-0.013
0.017	-0.015	0.002
0.016	-0.007	-0.012
0.023	-0.006	0.007
0.014	-0.012	-0.014
0.014	-0.005	-0.007
0.011	-0.007	-0.006
0.004	-0.009	-0.027
0.007	-0.010	-0.036
0.018	-0.012	-0.032
0.018	-0.001	-0.032
0.018	-0.006	-0.042
0.014	-0.014	-0.036
0.008	-0.007	-0.046
0.012	-0.015	-0.079
0.016	-0.037	-0.059
0.021	-0.025	-0.064
0.029	-0.021	-0.090
0.020	-0.024	-0.079
0.021	-0.030	-0.066
0.028	-0.052	-0.055
0.022	-0.043	-0.052
0.013	-0.042	-0.037
0.012	-0.051	-0.034
0.020	-0.079	-0.050
0.021	-0.088	-0.034
0.027	-0.071	-0.025
0.027	-0.055	-0.020
0.021	-0.042	-0.014
0.012	-0.039	-0.026
0.006	-0.027	-0.027
0.008	-0.033	-0.054
0.015	-0.025	-0.060
0.021	-0.027	-0.059
0.020	-0.049	-0.041
0.017	-0.043	-0.046
0.020	-0.038	-0.066
0.020	-0.046	-0.067
0.015	-0.041	-0.055
0.006	-0.050	-0.057
0.005	-0.027	-0.049
0.011	-0.027	-0.056
0.019	-0.022	-0.053
0.019	-0.012	-0.048
0.023	-0.014	-0.048
0.019	-0.016	-0.036
0.016	-0.008	-0.032
0.017	-0.017	-0.034
0.016	-0.051	-0.022
0.018	-0.029	-0.032
0.022	-0.028	-0.020
0.014	-0.013	-0.018
0.014	-0.008	-0.005
0.019	-0.008	0.003
0.012	-0.024	-0.007
0.012	-0.007	-0.004
0.010	-0.011	-0.005
0.011	-0.002	-0.014
0.013	0.001	-0.001
0.018	0.001	-0.006
0.018	-0.005	-0.006
0.012	-0.002	0.002
0.015	-0.007	0.008
0.012	0.004	0.000
0.016	-0.002	-0.012
0.016	-0.015	-0.005
0.019	0.004	-0.003
0.021	-0.002	0.008
0.012	0.002	0.003
0.013	0.002	0.008
0.017	0.013	0.007
0.015	0.011	0.009
0.006	0.018	0.007
0.012	0.012	0.023
0.013	0.008	0.002
0.016	0.016	0.009
0.019	0.020	0.015
0.021	0.021	0.014
0.015	0.017	0.017
0.014	0.029	0.009
0.006	0.027	0.010
0.012	0.002	0.004
0.018	0.011	-0.007
0.022	0.023	-0.007
0.024	0.017	-0.008
0.016	0.006	0.002
0.025	-0.002	0.009
0.026	0.005	0.004
0.027	0.011	0.012
0.011	0.002	0.019
0.013	0.011	0.010
0.016	0.013	0.004
0.023	0.011	0.008
0.029	0.015	0.003
0.026	0.006	0.008
0.014	0.011	0.018
0.008	0.016	0.020
0.011	0.022	0.007
0.007	-0.007	0.016
0.013	0.006	0.015
0.019	0.004	-0.007
0.010	0.007	-0.003
0.009	0.000	0.002
0.015	0.008	-0.002
0.007	0.008	-0.004
0.004	0.010	0.005
0.007	0.011	0.010
0.009	0.012	0.002
0.017	0.011	0.009
0.023	0.017	0.010
0.018	0.022	0.005
0.016	0.017	0.002
0.019	0.025	0.010
0.007	0.032	0.017
0.013	0.026	0.005
0.014	0.010	-0.003
0.017	0.016	0.001
0.020	0.015	0.011
0.019	0.020	0.017
0.022	-0.003	0.021
0.021	0.010	0.014
0.015	0.009	-0.002
0.000	0.013	0.004
0.004	0.012	0.010
0.009	0.005	-0.005
0.011	0.011	-0.004
0.017	0.016	0.010
0.016	0.019	0.011
0.014	0.011	0.013
0.004	0.013	0.018
0.003	0.016	0.020
0.007	-0.015	0.008
0.018	-0.000	0.002
0.024	0.007	0.005
0.023	0.011	0.011
0.013	0.019	0.020
0.017	0.007	0.021
0.014	0.002	0.020
0.019	0.016	0.023
0.006	0.013	0.029
0.005	0.012	0.015
0.013	0.007	0.018
0.018	0.019	0.016
0.021	0.024	0.021
0.023	0.013	0.020
0.010	0.017	0.024
0.006	0.022	0.025
0.012	0.028	0.005
0.013	0.007	0.009
0.021	0.016	0.005
0.027	0.014	0.001
0.014	0.028	0.010
0.017	0.020	0.015
0.023	0.014	0.001
0.020	0.012	-0.014
0.018	0.023	0.000
0.015	0.011	0.008
0.018	0.014	0.004
0.019	0.019	0.018
0.021	0.020	0.018
0.020	0.010	0.014
0.017	0.009	0.016
0.008	0.015	0.017
0.003	0.016	0.017
0.010	0.010	-0.003
0.009	0.005	0.001
0.012	0.021	-0.002
0.021	0.012	0.006
0.012	0.013	0.011
0.018	-0.002	0.018
0.020	0.000	0.016
0.013	0.002	0.012
0.004	0.010	0.019
0.008	0.005	0.021
0.014	-0.003	0.004
0.017	0.006	-0.005
0.017	0.009	-0.000
0.015	0.020	0.008
0.012	0.019	0.015
0.009	0.028	0.014
0.001	0.034	0.006
0.006	0.006	0.000
0.018	0.020	-0.008
0.022	0.016	-0.004
0.019	0.014	0.011
0.013	0.017	0.002
0.017	-0.000	0.003
0.016	-0.006	-0.012
0.018	0.001	-0.005
0.006	-0.005	-0.002
0.009	0.001	-0.004
0.013	-0.001	-0.006
0.020	0.004	-0.005
0.022	0.009	-0.000
0.018	-0.000	0.005
0.010	0.008	-0.003
0.003	0.009	0.004
0.006	0.019	0.002
0.007	-0.011	-0.002
0.009	-0.001	0.002
0.015	-0.016	0.003
0.008	0.003	0.004
0.009	0.005	0.012
0.014	-0.003	0.010
0.008	-0.003	0.002
0.008	-0.002	-0.001
0.010	-0.004	0.007
0.013	-0.002	-0.003
0.011	0.001	0.003
0.016	-0.003	-0.006
0.018	-0.003	-0.014
0.015	-0.005	-0.005
0.008	0.007	0.000
0.006	-0.008	0.007
0.013	-0.008	-0.018
0.011	-0.017	-0.009
0.018	-0.001	-0.009
0.022	0.004	-0.002
0.018	0.016	-0.003
0.022	-0.004	0.012
0.028	-0.002	0.007
0.018	0.000	-0.003
0.019	0.004	-0.000
0.021	0.001	0.012
0.020	-0.010	-0.020
0.017	0.001	-0.019
0.023	0.009	-0.008
0.022	0.014	0.005
0.017	0.002	0.015
0.009	0.009	0.022
0.010	0.017	0.025
0.010	-0.007	0.006
0.018	0.003	-0.003
0.023	0.010	-0.001
0.024	0.001	0.015
0.018	0.015	0.014
0.023	0.008	0.019
0.019	0.000	0.002
0.013	0.011	-0.002
0.007	0.000	0.009
0.005	0.011	-0.002
0.007	0.012	-0.003
0.011	0.015	0.000
0.018	0.015	0.004
0.019	-0.007	0.006
0.013	0.010	0.015
0.011	0.018	0.019
0.011	0.021	-0.000
0.013	-0.007	0.005
0.017	0.002	0.000
0.022	-0.006	0.007
0.008	0.009	0.013
0.010	0.006	0.020
0.016	0.009	0.010
0.012	0.004	0.006
0.009	0.016	0.014
0.010	0.010	0.015
0.011	0.017	-0.005
0.015	0.022	0.006
0.017	0.020	-0.000
0.017	0.014	0.002
0.009	0.009	0.009
0.007	0.012	0.017
0.002	0.026	0.015
0.011	0.019	0.003
0.014	0.001	0.001
0.019	0.016	-0.007
0.025	0.016	0.009
0.016	0.027	0.012
0.018	0.005	0.015
0.022	0.009	0.010
0.015	0.008	0.011
0.013	0.021	0.012
0.016	0.018	0.015
0.019	0.009	0.006
0.016	0.013	0.002
0.018	0.007	-0.006
0.021	0.008	0.014
0.012	0.015	0.001
0.008	0.017	0.011
0.011	0.023	0.010
0.007	-0.012	-0.006
0.016	0.004	-0.004
0.021	0.011	-0.001
0.027	0.009	0.003
0.029	0.013	0.011
0.033	0.006	0.027
0.031	0.008	0.000
0.020	0.006	0.011
0.010	-0.001	0.017
0.010	-0.011	0.014
0.013	-0.015	0.003
0.016	0.000	-0.003
0.018	0.007	0.003
0.022	0.004	0.005
0.009	-0.001	0.010
0.007	0.019	0.006
0.010	0.027	-0.004
0.008	-0.004	0.000
0.016	0.002	-0.019
0.021	0.003	-0.018
0.012	0.006	-0.003
0.013	0.005	0.010
0.017	0.000	0.005
0.012	-0.003	-0.000
0.014	0.006	-0.002
0.008	0.008	0.008
0.015	0.007	0.001
0.013	0.001	0.005
0.018	0.001	-0.004
0.021	0.012	-0.006
0.013	0.008	-0.004
0.005	0.021	0.009
0.004	0.026	0.008
0.012	0.016	-0.010
0.014	0.007	-0.003
0.018	0.010	0.001
0.024	0.010	0.004
0.010	0.012	0.010
0.015	0.001	0.000
0.022	0.009	0.009
0.015	-0.003	-0.003
0.008	0.004	0.011
0.010	-0.000	0.021
0.012	-0.004	-0.008
0.010	-0.010	-0.044
0.019	-0.000	-0.034
0.022	0.011	-0.029
0.019	-0.001	-0.013
0.009	0.001	-0.010
0.007	0.001	-0.003
0.007	-0.029	-0.023
0.013	-0.023	-0.040
0.021	-0.013	-0.049
0.020	-0.016	-0.039
0.021	-0.008	-0.047
0.028	-0.007	-0.047
0.022	-0.016	-0.046
0.017	-0.011	-0.032
0.007	-0.015	-0.044
0.011	-0.005	-0.066
0.014	-0.011	-0.065
0.020	-0.019	-0.062
0.021	-0.034	-0.058
0.023	-0.042	-0.047
0.011	-0.050	-0.045
0.013	-0.037	-0.055
0.012	-0.026	-0.068
0.011	-0.046	-0.047
0.017	-0.035	-0.054
0.020	-0.033	-0.062
0.015	-0.026	-0.076
0.017	-0.052	-0.057
0.024	-0.045	-0.052
0.016	-0.047	-0.037
0.006	-0.052	-0.046
0.001	-0.061	-0.038
0.002	-0.048	-0.055
0.010	-0.043	-0.042
0.020	-0.028	-0.067
0.017	-0.030	-0.049
0.016	-0.027	-0.055
0.011	-0.007	-0.065
0.006	-0.022	-0.044
0.015	-0.037	-0.047
0.022	-0.055	-0.039
0.021	-0.048	-0.056
0.028	-0.047	-0.049
0.008	-0.038	-0.064
0.015	-0.037	-0.047
0.022	-0.028	-0.053
0.012	-0.026	-0.040
0.001	-0.032	-0.051
0.008	-0.049	-0.048
0.013	-0.042	-0.063
0.014	-0.033	-0.051
0.021	-0.010	-0.045
0.022	-0.009	-0.047
0.013	-0.024	-0.057
0.012	-0.020	-0.059
0.014	-0.021	-0.080
0.013	-0.034	-0.081
0.019	-0.017	-0.072
0.022	-0.007	-0.071
0.022	-0.023	-0.066
0.020	-0.027	-0.067
0.024	-0.019	-0.059
0.023	-0.029	-0.046
0.020	-0.023	-0.044
0.007	-0.015	-0.031
0.010	-0.039	-0.045
0.009	-0.036	-0.064
0.016	-0.021	-0.044
0.013	-0.018	-0.048
0.019	-0.032	-0.047
0.005	-0.022	-0.043
0.010	-0.031	-0.032
0.013	-0.019	-0.040
0.013	-0.039	-0.036
0.017	-0.056	-0.063
0.025	-0.043	-0.065
0.014	-0.040	-0.049
0.013	-0.042	-0.033
0.017	-0.040	-0.052
0.012	-0.025	-0.042
0.006	-0.017	-0.063
0.005	-0.020	-0.036
0.008	-0.017	-0.043
0.012	-0.015	-0.034
0.016	-0.013	-0.035
0.016	-0.009	-0.032
0.007	-0.013	-0.028
0.004	-0.004	-0.040
0.002	0.008	-0.025
0.010	0.010	-0.039
0.016	-0.019	-0.042
0.022	-0.006	-0.029
0.025	-0.010	-0.027
0.011	-0.009	-0.023
0.014	-0.028	-0.022
0.020	-0.014	-0.034
0.015	-0.016	-0.038
0.005	-0.011	-0.028
0.009	-0.018	-0.021
0.014	-0.036	-0.028
0.019	-0.025	-0.051
0.023	-0.032	-0.068
0.018	-0.027	-0.073
0.018	-0.019	-0.060
0.015	-0.009	-0.072
0.014	0.006	-0.040
0.015	-0.011	-0.035
0.020	-0.006	-0.036
0.025	0.006	-0.039
0.016	-0.015	-0.060
0.017	-0.012	-0.053
0.023	-0.014	-0.024
0.022	-0.015	-0.024
0.018	-0.004	-0.020
0.013	-0.014	-0.028
0.017	-0.003	-0.031
0.019	-0.006	-0.026
0.023	-0.002	-0.029
0.020	-0.003	-0.023
0.015	0.002	-0.029
0.005	0.002	-0.034
0.011	-0.009	-0.034
0.012	0.010	-0.037
0.016	-0.025	-0.027
0.021	-0.013	-0.033
0.025	-0.016	-0.036
0.015	-0.007	-0.035
0.019	-0.005	-0.030
0.025	-0.011	-0.041
0.016	-0.006	-0.034
0.009	0.004	-0.030
0.004	-0.010	-0.035
0.009	-0.011	-0.053
0.013	-0.012	-0.030
0.017	-0.009	-0.036
0.016	-0.029	-0.018
0.014	-0.030	-0.012
0.011	-0.027	-0.016
0.008	-0.022	-0.018
0.012	-0.015	-0.033
0.015	-0.035	-0.029
0.020	-0.014	-0.045
0.023	-0.010	-0.035
0.008	-0.009	-0.017
0.017	-0.032	-0.009
0.019	-0.020	-0.019
0.020	-0.017	-0.019
0.015	-0.008	-0.023
0.012	-0.017	-0.006
0.015	-0.015	-0.018
0.012	-0.005	-0.021
0.014	-0.001	-0.021
0.020	0.004	-0.014
0.017	-0.006	-0.017
0.020	0.005	-0.024
0.015	0.012	-0.017
0.017	-0.013	-0.027
0.022	-0.019	-0.020
0.023	-0.004	-0.029
0.015	-0.004	-0.016
0.012	0.010	-0.002
0.019	0.007	-0.006
0.013	0.004	-0.017
0.013	-0.003	-0.031
0.011	-0.012	-0.021
0.015	-0.003	-0.021
0.012	-0.004	-0.018
0.015	0.003	-0.008
0.012	0.005	-0.004
0.017	0.011	-0.001
0.006	0.004	0.003
0.010	0.009	0.012
0.010	0.014	-0.001
0.018	-0.008	-0.001
0.025	0.002	-0.008
0.028	0.000	-0.008
0.015	0.009	-0.004
0.018	0.000	0.000
0.024	0.002	-0.007
0.016	0.004	-0.006
0.015	0.008	0.005
0.012	0.005	0.015
0.016	-0.006	-0.002
0.018	0.003	0.002
0.020	-0.014	-0.007
0.019	-0.000	-0.003
0.011	-0.008	-0.012
0.006	0.003	-0.004
0.001	0.006	0.005
0.014	0.005	-0.014
0.014	-0.017	-0.009
0.018	0.002	-0.005
0.023	0.004	0.001
0.005	0.016	0.005
0.015	-0.002	0.011
0.019	0.002	0.011
0.018	-0.009	0.004
0.007	-0.008	0.014
0.010	-0.007	0.003
0.014	-0.003	-0.008
0.015	0.008	-0.015
0.023	0.012	-0.003
0.022	0.016	0.005
0.017	0.007	0.013
0.015	0.013	0.014
0.014	0.018	0.016
0.021	-0.007	0.015
0.022	0.002	0.008
0.023	0.001	0.002
0.017	-0.001	0.009
0.013	0.010	0.013
0.018	-0.005	0.021
0.018	0.001	-0.001
0.014	0.012	0.009
0.008	0.001	0.012
0.010	0.012	0.005
0.010	0.011	-0.003
0.013	0.008	-0.003
0.014	-0.001	-0.001
0.017	0.009	0.006
0.009	0.012	0.012
0.009	0.015	0.006
0.013	0.021	-0.014
0.020	-0.006	-0.002
0.020	0.006	-0.002
0.030	0.005	-0.011
0.020	0.015	-0.018
0.020	0.004	-0.002
0.021	0.004	-0.002
0.014	0.003	0.001
0.007	0.015	-0.011
0.005	0.018	-0.006
0.006	0.013	-0.002
0.015	0.012	0.008
0.015	0.007	-0.000
0.013	0.003	0.012
0.007	0.001	0.016
0.004	0.004	0.024
-0.001	0.008	0.026
0.005	0.012	0.004
0.010	-0.018	0.003
0.017	-0.003	0.001
0.021	0.006	0.011
0.008	0.019	0.005
0.011	0.006	0.002
0.017	0.010	-0.014
0.011	0.009	-0.019
0.003	0.014	-0.005
0.012	0.010	0.007
0.017	0.005	-0.005
0.016	0.010	-0.005
0.019	0.014	0.003
0.019	0.020	0.005
0.013	0.014	0.012
0.015	0.022	0.018
0.012	0.029	0.020
0.010	-0.007	0.012
0.016	-0.006	-0.002
0.021	0.012	-0.005
0.012	0.011	-0.002
0.015	0.013	0.004
0.020	0.006	0.012
0.014	0.001	-0.009
0.012	0.008	0.000
0.006	0.009	0.010
0.009	0.015	0.008
0.013	0.004	-0.002
0.018	0.012	-0.011
0.018	0.024	-0.030
0.018	0.032	-0.015
0.007	0.022	-0.005
0.008	0.019	0.009
0.010	0.015	-0.007
0.012	-0.010	0.001
0.016	0.002	-0.003
0.022	-0.001	-0.006
0.013	0.006	-0.008
0.014	-0.010	-0.009
0.019	-0.008	-0.025
0.013	-0.017	-0.029
0.012	-0.023	-0.017
0.008	-0.011	-0.008
0.010	-0.026	-0.002
0.014	-0.025	0.005
0.018	-0.035	-0.020
0.018	-0.018	-0.012
0.016	-0.024	-0.011
0.016	-0.015	-0.006
0.008	-0.020	-0.003
0.011	0.000	-0.019
0.016	0.001	-0.012
0.023	0.003	-0.024
0.028	0.014	-0.047
0.012	-0.000	-0.030
0.021	-0.019	-0.024
0.022	-0.007	-0.034
0.016	-0.006	-0.041
0.010	-0.009	-0.035
0.009	-0.004	-0.028
0.008	-0.021	-0.036
0.010	-0.008	-0.031
0.019	-0.013	-0.042
0.024	-0.004	-0.031
0.018	-0.014	-0.013
0.018	0.006	-0.017
0.014	0.009	-0.010
0.013	-0.014	-0.032
0.014	-0.017	-0.040
0.024	-0.018	-0.028
0.014	-0.015	-0.026
0.010	-0.015	-0.014
0.017	-0.018	-0.004
0.017	-0.014	-0.016
0.012	-0.021	-0.016
0.004	-0.034	-0.017
0.004	-0.026	-0.053
0.007	-0.040	-0.040
0.009	-0.026	-0.046
0.014	-0.009	-0.055
0.012	0.003	-0.054
0.003	0.009	-0.050
0.005	0.019	-0.050
0.007	0.030	-0.058
0.009	-0.012	-0.056
0.013	-0.008	-0.068
0.021	-0.013	-0.051
0.015	-0.003	-0.032
0.016	-0.008	-0.059
0.022	-0.006	-0.050
0.015	-0.015	-0.063
0.014	-0.007	-0.068
0.011	-0.007	-0.059
0.010	-0.012	-0.042
0.017	-0.011	-0.025
0.020	-0.007	-0.047
0.016	0.000	-0.043
0.013	0.002	-0.044
0.015	0.013	-0.023
0.009	0.007	-0.012
0.010	0.012	-0.048
0.018	0.001	-0.053
0.019	0.011	-0.052
0.025	0.019	-0.035
0.011	0.019	-0.037
0.019	0.004	-0.057
0.023	0.004	-0.068
0.023	0.003	-0.049
0.016	0.001	-0.045
0.018	-0.008	-0.050
0.011	-0.016	-0.065
0.017	-0.002	-0.061
0.022	-0.000	-0.073
0.016	-0.005	-0.053
0.010	-0.003	-0.051
0.013	-0.026	-0.063
0.016	-0.028	-0.075
0.018	-0.048	-0.067
0.023	-0.059	-0.088
0.029	-0.033	-0.090
0.015	-0.050	-0.074
0.014	-0.058	-0.065
0.015	-0.049	-0.066
0.016	-0.053	-0.079
0.012	-0.064	-0.065
0.008	-0.072	-0.094
0.009	-0.057	-0.098
0.011	-0.059	-0.097
0.014	-0.037	-0.092
0.015	-0.046	-0.083
0.014	-0.036	-0.059
0.003	-0.029	-0.061
0.007	-0.013	-0.052
0.012	-0.002	-0.051
0.015	-0.016	-0.032
0.019	-0.002	-0.027
0.025	-0.015	-0.032
0.018	-0.013	-0.034
0.013	-0.010	-0.020
0.020	-0.009	-0.023
0.014	-0.007	-0.020
0.015	0.003	-0.023
0.010	-0.006	-0.007
0.012	-0.003	-0.003
0.012	-0.008	0.004
0.022	-0.002	-0.031
0.020	-0.001	-0.009
0.017	-0.002	0.001
0.015	-0.005	0.012
0.012	0.006	0.008
0.011	0.016	-0.010
0.014	0.015	0.002
0.017	0.019	-0.007
0.023	0.011	-0.003
0.011	0.010	-0.011
0.016	0.001	0.000
0.020	0.007	0.001
0.020	-0.001	-0.018
0.015	-0.001	-0.020
0.014	-0.012	-0.020
0.011	-0.014	-0.032
0.015	-0.020	-0.056
0.020	-0.008	-0.064
0.021	0.005	-0.056
0.014	0.002	-0.036
0.016	-0.003	-0.038
0.011	0.003	-0.044
0.008	-0.009	-0.049
0.017	-0.006	-0.051
0.018	0.003	-0.054
0.006	-0.010	-0.074
0.007	-0.014	-0.067
0.018	-0.017	-0.060
0.019	-0.032	-0.083
0.011	-0.022	-0.065
0.010	-0.032	-0.037
0.015	-0.017	-0.051
0.022	-0.014	-0.028
0.020	0.001	-0.022
0.018	0.007	-0.014
0.015	0.016	-0.009
0.004	0.012	0.008
0.010	0.020	0.006
0.014	0.025	-0.004
0.012	-0.005	-0.004
0.016	0.004	-0.003
0.021	0.002	0.003
0.013	0.010	0.006
0.013	0.001	0.015
0.020	-0.000	-0.006
0.015	-0.005	-0.007
0.013	0.007	0.001
0.009	0.003	0.007
0.012	-0.014	0.001
0.018	-0.014	0.018
0.022	-0.005	0.001
0.024	-0.000	0.008
0.014	0.008	0.013
0.013	0.019	0.019
0.009	0.022	0.025
